code,prefecture,men,women
1,北海道,0.550275989,0.454428938
2,青森県,0.472001445,0.421269425
3,岩手県,0.415522607,0.394806172
4,宮城県,0.530992337,0.469306323
5,秋田県,0.419243986,0.370496084
6,山形県,0.43837535,0.393303666
7,福島県,0.441701437,0.389188527
8,茨城県,0.61835784,0.553849715
9,栃木県,0.548631397,0.482066164
10,群馬県,0.532453483,0.469567203
11,埼玉県,0.611578915,0.500538213
12,千葉県,0.610654852,0.53182602
13,東京都,0.775513328,0.764607614
14,神奈川県,0.626152088,0.560056878
15,新潟県,0.509586276,0.437546508
16,富山県,0.507319113,0.476923077
17,石川県,0.575466256,0.526616719
18,福井県,0.5928,0.522451285
19,山梨県,0.778012128,0.623019183
20,長野県,0.519983892,0.466909402
21,岐阜県,0.537282519,0.470011973
22,静岡県,0.549482759,0.466434123
23,愛知県,0.576090901,0.536896191
24,三重県,0.498411578,0.43402735
25,滋賀県,0.567139049,0.47669151
26,京都府,0.733807267,0.700965493
27,大阪府,0.650525191,0.576855171
28,兵庫県,0.605611539,0.579240381
29,奈良県,0.644386262,0.594979079
30,和歌山県,0.546071094,0.475352113
31,鳥取県,0.479158551,0.431501548
32,島根県,0.481000325,0.428236083
33,岡山県,0.575438207,0.539897729
34,広島県,0.585356484,0.56010929
35,山口県,0.427286112,0.412276126
36,徳島県,0.503828484,0.524590164
37,香川県,0.586744639,0.52356257
38,愛媛県,0.528051181,0.486668917
39,高知県,0.526999316,0.488259669
40,福岡県,0.52427393,0.485258644
41,佐賀県,0.445026178,0.396235885
42,長崎県,0.445421128,0.402390438
43,熊本県,0.44021102,0.438102584
44,大分県,0.446643384,0.376448675
45,宮崎県,0.422996383,0.368210863
46,鹿児島県,0.453335024,0.377343223
47,沖縄県,0.533373063,0.525951121
