code,prefecture,men,women
1,北海道,318,239.6
2,青森県,275.2,212.9
3,岩手県,281,225.7
4,宮城県,317.3,241.6
5,秋田県,285.7,228.2
6,山形県,281.4,220.9
7,福島県,307.7,231.6
8,茨城県,347,250.1
9,栃木県,356.1,252.9
10,群馬県,322.9,247.6
11,埼玉県,343.5,267
12,千葉県,340.1,258.6
13,東京都,409.6,299.2
14,神奈川県,380.3,287.8
15,新潟県,296.8,228.8
16,富山県,320.1,245.8
17,石川県,317.9,243.2
18,福井県,315.4,238.8
19,山梨県,322,236.7
20,長野県,320,232.9
21,岐阜県,322,237
22,静岡県,332.5,251.4
23,愛知県,353.5,258.9
24,三重県,333.3,249.1
25,滋賀県,331.8,246.4
26,京都府,346.7,267.8
27,大阪府,374.2,282.5
28,兵庫県,347.1,265
29,奈良県,329,262.5
30,和歌山県,325.1,256
31,鳥取県,282,222.7
32,島根県,294.6,230.9
33,岡山県,316.4,249.1
34,広島県,321.4,248.6
35,山口県,317.1,245.7
36,徳島県,303,232
37,香川県,306.1,233.3
38,愛媛県,308.9,234.4
39,高知県,299.2,240.6
40,福岡県,326.8,249.1
41,佐賀県,295.1,231.4
42,長崎県,284.4,228.1
43,熊本県,300.4,227.4
44,大分県,301.5,231.9
45,宮崎県,280.9,222.4
46,鹿児島県,298.1,228.4
47,沖縄県,293.8,229.5
