code,prefecture,men,women
1,北海道,551,245
2,青森県,153,93
3,岩手県,218,131
4,宮城県,147,80
5,秋田県,92,48
6,山形県,111,61
7,福島県,191,83
8,茨城県,241,100
9,栃木県,174,102
10,群馬県,126,55
11,埼玉県,398,264
12,千葉県,467,220
13,東京都,989,820
14,神奈川県,435,248
15,新潟県,189,95
16,富山県,90,59
17,石川県,126,64
18,福井県,137,80
19,山梨県,76,45
20,長野県,141,75
21,岐阜県,128,77
22,静岡県,267,109
23,愛知県,562,300
24,三重県,95,89
25,滋賀県,176,91
26,京都府,113,91
27,大阪府,502,369
28,兵庫県,359,194
29,奈良県,130,96
30,和歌山県,104,70
31,鳥取県,105,88
32,島根県,144,61
33,岡山県,146,97
34,広島県,226,139
35,山口県,133,68
36,徳島県,136,99
37,香川県,80,56
38,愛媛県,194,115
39,高知県,73,80
40,福岡県,211,168
41,佐賀県,108,81
42,長崎県,127,82
43,熊本県,159,89
44,大分県,218,130
45,宮崎県,188,86
46,鹿児島県,140,101
47,沖縄県,186,100
