code,prefecture,men,women
1,北海道,80,8
2,青森県,69,29
3,岩手県,47,8
4,宮城県,86,18
5,秋田県,16,2
6,山形県,61,9
7,福島県,118,9
8,茨城県,41,7
9,栃木県,47,11
10,群馬県,72,18
11,埼玉県,88,21
12,千葉県,31,5
13,東京都,117,31
14,神奈川県,88,27
15,新潟県,44,7
16,富山県,37,11
17,石川県,45,4
18,福井県,55,9
19,山梨県,72,15
20,長野県,28,10
21,岐阜県,60,30
22,静岡県,78,25
23,愛知県,78,7
24,三重県,63,18
25,滋賀県,23,4
26,京都府,33,6
27,大阪府,46,5
28,兵庫県,41,11
29,奈良県,14,10
30,和歌山県,38,19
31,鳥取県,40,22
32,島根県,57,24
33,岡山県,81,22
34,広島県,22,10
35,山口県,71,8
36,徳島県,50,18
37,香川県,26,6
38,愛媛県,21,4
39,高知県,22,7
40,福岡県,86,19
41,佐賀県,31,9
42,長崎県,72,13
43,熊本県,43,6
44,大分県,47,4
45,宮崎県,28,4
46,鹿児島県,43,6
47,沖縄県,36,6
