code,prefecture,men,women
1,北海道,773,135
2,青森県,210,39
3,岩手県,199,65
4,宮城県,261,87
5,秋田県,121,50
6,山形県,165,51
7,福島県,315,50
8,茨城県,285,148
9,栃木県,195,129
10,群馬県,215,82
11,埼玉県,589,208
12,千葉県,508,242
13,東京都,959,328
14,神奈川県,487,381
15,新潟県,354,76
16,富山県,89,82
17,石川県,80,109
18,福井県,113,70
19,山梨県,139,30
20,長野県,250,97
21,岐阜県,226,108
22,静岡県,335,132
23,愛知県,668,295
24,三重県,231,112
25,滋賀県,148,70
26,京都府,237,107
27,大阪府,683,273
28,兵庫県,539,187
29,奈良県,133,47
30,和歌山県,149,76
31,鳥取県,67,43
32,島根県,168,19
33,岡山県,236,126
34,広島県,224,211
35,山口県,191,67
36,徳島県,131,29
37,香川県,96,50
38,愛媛県,205,56
39,高知県,105,67
40,福岡県,480,221
41,佐賀県,99,42
42,長崎県,268,34
43,熊本県,241,80
44,大分県,184,55
45,宮崎県,177,30
46,鹿児島県,376,78
47,沖縄県,178,73
