code,prefecture,men,women
1,北海道,488,39
2,青森県,124,9
3,岩手県,129,9
4,宮城県,145,40
5,秋田県,88,6
6,山形県,81,9
7,福島県,183,11
8,茨城県,177,27
9,栃木県,124,19
10,群馬県,139,13
11,埼玉県,359,58
12,千葉県,324,34
13,東京都,548,78
14,神奈川県,313,98
15,新潟県,206,17
16,富山県,55,18
17,石川県,61,21
18,福井県,58,6
19,山梨県,79,4
20,長野県,156,17
21,岐阜県,154,21
22,静岡県,223,28
23,愛知県,368,44
24,三重県,133,16
25,滋賀県,78,15
26,京都府,133,24
27,大阪府,381,74
28,兵庫県,299,32
29,奈良県,81,8
30,和歌山県,86,16
31,鳥取県,48,2
32,島根県,78,10
33,岡山県,128,20
34,広島県,172,46
35,山口県,128,11
36,徳島県,62,13
37,香川県,56,4
38,愛媛県,114,8
39,高知県,65,20
40,福岡県,277,46
41,佐賀県,69,12
42,長崎県,137,15
43,熊本県,143,11
44,大分県,100,13
45,宮崎県,110,9
46,鹿児島県,165,14
47,沖縄県,109,13
