code,prefecture,men,women
1,北海道,61,16
2,青森県,77,0
3,岩手県,77,0
4,宮城県,77,0
5,秋田県,77,0
6,山形県,62,15
7,福島県,77,0
8,茨城県,77,0
9,栃木県,77,0
10,群馬県,77,0
11,埼玉県,77,0
12,千葉県,69,8
13,東京都,69,8
14,神奈川県,77,0
15,新潟県,77,0
16,富山県,77,0
17,石川県,77,0
18,福井県,77,0
19,山梨県,77,0
20,長野県,77,0
21,岐阜県,77,0
22,静岡県,77,0
23,愛知県,77,0
24,三重県,77,0
25,滋賀県,69,8
26,京都府,77,0
27,大阪府,69,8
28,兵庫県,77,0
29,奈良県,77,0
30,和歌山県,77,0
31,鳥取県,77,0
32,島根県,77,0
33,岡山県,77,0
34,広島県,77,0
35,山口県,77,0
36,徳島県,77,0
37,香川県,77,0
38,愛媛県,77,0
39,高知県,77,0
40,福岡県,77,0
41,佐賀県,77,0
42,長崎県,77,0
43,熊本県,69,8
44,大分県,77,0
45,宮崎県,77,0
46,鹿児島県,77,0
47,沖縄県,52,0
