code,prefecture,men,women
1,北海道,0.486377397,1.026737968
2,青森県,0.522292994,1
3,岩手県,0.579081633,1
4,宮城県,0.334745763,1.016393443
5,秋田県,0.627906977,1
6,山形県,0.615819209,0.985714286
7,福島県,0.624573379,1.016286645
8,茨城県,0.391304348,1
9,栃木県,0.393536122,0.997389034
10,群馬県,0.418772563,1
11,埼玉県,0.440878378,0.99089404
12,千葉県,0.420327869,1.001648805
13,東京都,0.480502822,1.058323896
14,神奈川県,0.456662354,1
15,新潟県,0.447033898,1.004878049
16,富山県,0.475826972,1
17,石川県,0.513064133,0.997109827
18,福井県,0.66180758,1
19,山梨県,0.343642612,1
20,長野県,0.44047619,1
21,岐阜県,0.468333333,1
22,静岡県,0.370967742,1.001697793
23,愛知県,0.537767756,1.001364256
24,三重県,0.318345324,0.997596154
25,滋賀県,0.478350515,1
26,京都府,0.409090909,1
27,大阪府,0.43436546,1.102165088
28,兵庫県,0.289256198,0.985143918
29,奈良県,0.428571429,1
30,和歌山県,0.291284404,0.993377483
31,鳥取県,0.649193548,0.995918367
32,島根県,0.570957096,0.996
33,岡山県,0.439453125,1
34,広島県,0.381895332,1.026666667
35,山口県,0.469248292,1
36,徳島県,0.371335505,1
37,香川県,0.402857143,0.993589744
38,愛媛県,0.445190157,1
39,高知県,0.557755776,1
40,福岡県,0.314236111,0.997163121
41,佐賀県,0.245810056,1
42,長崎県,0.474201474,0.984313725
43,熊本県,0.30859375,1
44,大分県,0.396634615,1
45,宮崎県,0.505649718,1
46,鹿児島県,0.308270677,1
47,沖縄県,0.445859873,0.994782609
