code,prefecture,men,women
1,北海道,0.849813929,0.545160333
2,青森県,0.879175504,0.622428262
3,岩手県,0.915548301,0.654070616
4,宮城県,0.865828713,0.598534972
5,秋田県,0.89254847,0.661899718
6,山形県,0.893178893,0.660015588
7,福島県,0.904840033,0.634147379
8,茨城県,0.861202735,0.542260775
9,栃木県,0.84965709,0.53342306
10,群馬県,0.861791081,0.568042531
11,埼玉県,0.814848398,0.485890146
12,千葉県,0.815704309,0.492096471
13,東京都,0.867615885,0.603376298
14,神奈川県,0.807390085,0.447760679
15,新潟県,0.879448607,0.618836491
16,富山県,0.860550459,0.579132842
17,石川県,0.806556013,0.608139725
18,福井県,0.874038984,0.630670151
19,山梨県,0.855722706,0.562124248
20,長野県,0.866251136,0.520783527
21,岐阜県,0.839575531,0.487228004
22,静岡県,0.852748012,0.524094571
23,愛知県,0.859180611,0.50081317
24,三重県,0.863902528,0.501690153
25,滋賀県,0.876104333,0.533286878
26,京都府,0.810221567,0.505062964
27,大阪府,0.83205616,0.521176553
28,兵庫県,0.836025998,0.48974812
29,奈良県,0.79677635,0.477404713
30,和歌山県,0.847887077,0.507685098
31,鳥取県,0.863921098,0.651069863
32,島根県,0.875745178,0.646916566
33,岡山県,0.901675831,0.642948718
34,広島県,0.854694408,0.547959491
35,山口県,0.85947963,0.567475548
36,徳島県,0.865764828,0.634656525
37,香川県,0.885605338,0.583333333
38,愛媛県,0.883078633,0.573793425
39,高知県,0.870749153,0.641737033
40,福岡県,0.866229388,0.582464241
41,佐賀県,0.864092798,0.552207932
42,長崎県,0.852382227,0.551953953
43,熊本県,0.855607605,0.61965269
44,大分県,0.897584234,0.603101074
45,宮崎県,0.899585001,0.634839246
46,鹿児島県,0.845074927,0.566203114
47,沖縄県,0.860219726,0.587665198
