code,prefecture,men,women
1,北海道,0.53341,0.43529
2,青森県,0.464384,0.421336
3,岩手県,0.407629,0.376201
4,宮城県,0.516955,0.458864
5,秋田県,0.410213,0.369919
6,山形県,0.441112,0.40485
7,福島県,0.443017,0.381508
8,茨城県,0.582596,0.534537
9,栃木県,0.528918,0.457889
10,群馬県,0.526803,0.468767
11,埼玉県,0.614558,0.48839
12,千葉県,0.61146,0.529001
13,東京都,0.770532,0.754134
14,神奈川県,0.618165,0.549798
15,新潟県,0.490013,0.422698
16,富山県,0.50647,0.442742
17,石川県,0.579136,0.52069
18,福井県,0.574292,0.482064
19,山梨県,0.7427,0.58793
20,長野県,0.514495,0.444536
21,岐阜県,0.522101,0.463318
22,静岡県,0.529941,0.461958
23,愛知県,0.57695,0.529709
24,三重県,0.484366,0.440096
25,滋賀県,0.543659,0.471026
26,京都府,0.71861,0.685914
27,大阪府,0.642429,0.570391
28,兵庫県,0.598393,0.577928
29,奈良県,0.63915,0.589136
30,和歌山県,0.530589,0.475778
31,鳥取県,0.422071,0.428964
32,島根県,0.496146,0.415822
33,岡山県,0.546434,0.512406
34,広島県,0.594264,0.543536
35,山口県,0.417677,0.378525
36,徳島県,0.492924,0.522265
37,香川県,0.562594,0.514188
38,愛媛県,0.526492,0.481653
39,高知県,0.475457,0.486758
40,福岡県,0.516428,0.48084
41,佐賀県,0.439953,0.391575
42,長崎県,0.438815,0.420438
43,熊本県,0.433455,0.423834
44,大分県,0.425061,0.378002
45,宮崎県,0.421922,0.376457
46,鹿児島県,0.454824,0.376622
47,沖縄県,0.5039,0.486609
