code,prefecture,men,women
1,北海道,1942,310
2,青森県,523,51
3,岩手県,485,72
4,宮城県,542,86
5,秋田県,382,43
6,山形県,446,56
7,福島県,776,77
8,茨城県,699,113
9,栃木県,408,70
10,群馬県,495,63
11,埼玉県,963,287
12,千葉県,924,212
13,東京都,1147,485
14,神奈川県,586,182
15,新潟県,487,77
16,富山県,235,26
17,石川県,271,29
18,福井県,260,34
19,山梨県,363,39
20,長野県,848,171
21,岐阜県,518,78
22,静岡県,551,109
23,愛知県,933,196
24,三重県,407,84
25,滋賀県,303,57
26,京都府,390,97
27,大阪府,687,213
28,兵庫県,689,160
29,奈良県,409,72
30,和歌山県,349,49
31,鳥取県,237,36
32,島根県,277,29
33,岡山県,409,57
34,広島県,413,63
35,山口県,326,49
36,徳島県,321,40
37,香川県,256,39
38,愛媛県,327,49
39,高知県,365,61
40,福岡県,882,149
41,佐賀県,289,39
42,長崎県,353,32
43,熊本県,613,64
44,大分県,310,34
45,宮崎県,335,44
46,鹿児島県,598,72
47,沖縄県,571,68
