code,prefecture,men,women
1,北海道,59,16
2,青森県,75,0
3,岩手県,75,0
4,宮城県,75,0
5,秋田県,75,0
6,山形県,62,13
7,福島県,75,0
8,茨城県,75,0
9,栃木県,75,0
10,群馬県,75,0
11,埼玉県,75,0
12,千葉県,67,8
13,東京都,69,6
14,神奈川県,75,0
15,新潟県,75,0
16,富山県,75,0
17,石川県,75,0
18,福井県,75,0
19,山梨県,75,0
20,長野県,75,0
21,岐阜県,75,0
22,静岡県,75,0
23,愛知県,75,0
24,三重県,75,0
25,滋賀県,67,8
26,京都府,75,0
27,大阪府,67,8
28,兵庫県,75,0
29,奈良県,75,0
30,和歌山県,75,0
31,鳥取県,75,0
32,島根県,75,0
33,岡山県,75,0
34,広島県,75,0
35,山口県,75,0
36,徳島県,75,0
37,香川県,75,0
38,愛媛県,75,0
39,高知県,75,0
40,福岡県,75,0
41,佐賀県,75,0
42,長崎県,75,0
43,熊本県,67,8
44,大分県,75,0
45,宮崎県,75,0
46,鹿児島県,75,0
47,沖縄県,50,0
